#GENE_COLUMN=gene_symbol
#DEFAULT_TAG_HEADER=drug_name
#FILE_DESCRIPTION=DrugBank interactions
#UPLOADER=default
#ORGANISM=Human
#GENE_ID_TYPE=GENE NAME(HUGO)
#DEFAULT_GENES=EGFR C1QB P09871
interaction_count	drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	partner_id	known_action?	target_actions	gene_symbol	uniprot_id	entrez_id	ensembl_id
90	DB00028	Intravenous Immunoglobulin	Ig alpha-2 chain C region, immune globulin, Immunoglobulin G	9007-83-4	Civacir, Flebogamma (Instituto Grifols SA), Gamunex (Talecris Biotherapeutics)	biotech	approved	Immunomodulatory Agents, Anti-Infectives	3819	yes	antagonist	FCGR2A	P12318	2212	ENSG00000143226
91	DB00028	Intravenous Immunoglobulin	Ig alpha-2 chain C region, immune globulin, Immunoglobulin G	9007-83-4	Civacir, Flebogamma (Instituto Grifols SA), Gamunex (Talecris Biotherapeutics)	biotech	approved	Immunomodulatory Agents, Anti-Infectives	3820	yes	antagonist	FCGR2B	P31994	2213	ENSG00000072694
92	DB00028	Intravenous Immunoglobulin	Ig alpha-2 chain C region, immune globulin, Immunoglobulin G	9007-83-4	Civacir, Flebogamma (Instituto Grifols SA), Gamunex (Talecris Biotherapeutics)	biotech	approved	Immunomodulatory Agents, Anti-Infectives	3821	yes	antagonist	FCGR2C	P31995	N/A	N/A
93	DB00028	Intravenous Immunoglobulin	Ig alpha-2 chain C region, immune globulin, Immunoglobulin G	9007-83-4	Civacir, Flebogamma (Instituto Grifols SA), Gamunex (Talecris Biotherapeutics)	biotech	approved	Immunomodulatory Agents, Anti-Infectives	3818	yes	antagonist	FCGR3A	P08637	2214	ENSG00000203747
94	DB00028	Intravenous Immunoglobulin	Ig alpha-2 chain C region, immune globulin, Immunoglobulin G	9007-83-4	Civacir, Flebogamma (Instituto Grifols SA), Gamunex (Talecris Biotherapeutics)	biotech	approved	Immunomodulatory Agents, Anti-Infectives	1102	yes	antagonist	FCGR3B	O75015	2215	ENSG00000162747
95	DB00028	Intravenous Immunoglobulin	Ig alpha-2 chain C region, immune globulin, Immunoglobulin G	9007-83-4	Civacir, Flebogamma (Instituto Grifols SA), Gamunex (Talecris Biotherapeutics)	biotech	approved	Immunomodulatory Agents, Anti-Infectives	5898	yes	binder	C3	P01024	718	ENSG00000125730
96	DB00028	Intravenous Immunoglobulin	Ig alpha-2 chain C region, immune globulin, Immunoglobulin G	9007-83-4	Civacir, Flebogamma (Instituto Grifols SA), Gamunex (Talecris Biotherapeutics)	biotech	approved	Immunomodulatory Agents, Anti-Infectives	7234	yes	binder	C4A	P0C0L4	720	ENSG00000244731
97	DB00028	Intravenous Immunoglobulin	Ig alpha-2 chain C region, immune globulin, Immunoglobulin G	9007-83-4	Civacir, Flebogamma (Instituto Grifols SA), Gamunex (Talecris Biotherapeutics)	biotech	approved	Immunomodulatory Agents, Anti-Infectives	7235	yes	binder	C4B	P0C0L5	100293534; 721	ENSG00000236625
98	DB00028	Intravenous Immunoglobulin	Ig alpha-2 chain C region, immune globulin, Immunoglobulin G	9007-83-4	Civacir, Flebogamma (Instituto Grifols SA), Gamunex (Talecris Biotherapeutics)	biotech	approved	Immunomodulatory Agents, Anti-Infectives	955	yes	binder	C5	P01031	727	ENSG00000106804
99	DB00029	Anistreplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	81669-57-0	Eminase (Wulfing Pharma GmbH)	biotech	approved	Thrombolytic Agents	234	yes	activator	PLG	P00747	5340	ENSG00000122194
100	DB00029	Anistreplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	81669-57-0	Eminase (Wulfing Pharma GmbH)	biotech	approved	Thrombolytic Agents	595	yes	N/A	FGA	P02671	2243	ENSG00000171560
101	DB00029	Anistreplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	81669-57-0	Eminase (Wulfing Pharma GmbH)	biotech	approved	Thrombolytic Agents	791	unknown	N/A	PLAUR	Q03405	5329	ENSG00000011422
102	DB00029	Anistreplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	81669-57-0	Eminase (Wulfing Pharma GmbH)	biotech	approved	Thrombolytic Agents	267	unknown	N/A	SERPINE1	P05121	5054	ENSG00000106366
103	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	36	yes	agonist	INSR	P06213	3643	ENSG00000171105
104	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	958	unknown	N/A	IGF1R	P08069	3480	ENSG00000140443
105	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	3846	unknown	N/A	RB1	P06400	5925	ENSG00000139687
106	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	1243	unknown	N/A	CTSD	P07339	1509	ENSG00000117984
107	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	2155	unknown	N/A	IDE	P14735	3416	ENSG00000119912
108	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	3847	unknown	N/A	PCSK2	P16519	5126	ENSG00000125851
109	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	1949	unknown	N/A	CPE	P16870	1363	ENSG00000109472
110	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	3848	unknown	N/A	PCSK1	P29120	5122	ENSG00000175426
111	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	2009	unknown	N/A	NOV	P48745	4856	ENSG00000136999
112	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	1244	unknown	N/A	LRP2	P98164	4036	ENSG00000081479
113	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	3849	unknown	N/A	IGFBP7	Q16270	3490	ENSG00000163453
114	DB00030	Insulin recombinant	Insulin precursor	9004-10-8	Novolin R (Novo Nordisk)	biotech	approved	Hypoglycemic Agents	3850	unknown	N/A	SYTL4	Q96C24	94121	ENSG00000102362
115	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	234	yes	activator	PLG	P00747	5340	ENSG00000122194
116	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	595	yes	N/A	FGA	P02671	2243	ENSG00000171560
117	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	791	unknown	N/A	PLAUR	Q03405	5329	ENSG00000011422
118	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	267	unknown	N/A	SERPINE1	P05121	5054	ENSG00000106366
119	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	1349	unknown	N/A	SERPINB2	P05120	5055	ENSG00000197632
120	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	3825	unknown	N/A	CLEC3B	P05452	7123	ENSG00000163815
121	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	3826	unknown	N/A	KRT8	P05787	3856	ENSG00000170421
122	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	2111	unknown	N/A	ANXA2	P07355	302	ENSG00000182718
123	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	3830	unknown	N/A	CALR	P27797	811	ENSG00000179218
124	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	1516	unknown	N/A	CANX	P27824	821	ENSG00000127022
125	DB00031	Tenecteplase	t- PA, t-plasminogen activator, Tissue-type plasminogen activator precursor, tPA	191588-94-0	TNKase (Genentech Inc)	biotech	approved	Thrombolytic Agents	3831	unknown	N/A	LRP1	Q07954	4035	ENSG00000123384
126	DB00032	Menotropins	LH-B, LSH- beta, LSH-B, Luteinizing hormone beta subunit, Lutropin beta chain precursor	61489-71-2	Repronex	biotech	approved	Fertility Agents	430	yes	binder	FSHR	P23945	2492	ENSG00000170820
127	DB00032	Menotropins	LH-B, LSH- beta, LSH-B, Luteinizing hormone beta subunit, Lutropin beta chain precursor	61489-71-2	Repronex	biotech	approved	Fertility Agents	148	yes	N/A	LHCGR	P22888	3973	ENSG00000138039
128	DB00033	Interferon gamma-1b	IFN-gamma, Immune interferon, Interferon gamma precursor	82115-62-6	Actimmune, Actimmune (InterMune Inc)	biotech	approved	Immunomodulatory Agents, Antiviral Agents	785	yes	binder	IFNGR1	P15260	3459	ENSG00000027697
129	DB00033	Interferon gamma-1b	IFN-gamma, Immune interferon, Interferon gamma precursor	82115-62-6	Actimmune, Actimmune (InterMune Inc)	biotech	approved	Immunomodulatory Agents, Antiviral Agents	519	yes	binder	IFNGR2	P38484	3460	ENSG00000159128
130	DB00034	Interferon Alfa-2a, Recombinant	Interferon alfa-2a, Oral interferon alfa, rIFN-alpha-2a	77907-69-8	Roferon A (Hoffmann-La Roche Inc), Veldona (Amarillo Biosciences)	biotech	approved	Antineoplastic Agents, Antiviral Agents	728	yes	N/A	IFNAR1	P17181	3454	ENSG00000142166
131	DB00034	Interferon Alfa-2a, Recombinant	Interferon alfa-2a, Oral interferon alfa, rIFN-alpha-2a	77907-69-8	Roferon A (Hoffmann-La Roche Inc), Veldona (Amarillo Biosciences)	biotech	approved	Antineoplastic Agents, Antiviral Agents	428	yes	N/A	IFNAR2	P48551	3455	ENSG00000159110
132	DB00035	Desmopressin	1-Desamino-8-D-arginine vasopressin, Desmopresina [INN-Spanish], Desmopressine [INN-French], Desmopressinum [INN-Latin]	16679-58-6	Adiuretin, Concentraid, DDAVP, Minirin, Stimate	small molecule	approved	Renal Agents, Hemostatics, Antidiuretic Agents	322	yes	agonist	AVPR2	P30518	554	ENSG00000126895
133	DB00035	Desmopressin	1-Desamino-8-D-arginine vasopressin, Desmopresina [INN-Spanish], Desmopressine [INN-French], Desmopressinum [INN-Latin]	16679-58-6	Adiuretin, Concentraid, DDAVP, Minirin, Stimate	small molecule	approved	Renal Agents, Hemostatics, Antidiuretic Agents	185	yes	N/A	AVPR1A	P37288	552	ENSG00000166148
134	DB00035	Desmopressin	1-Desamino-8-D-arginine vasopressin, Desmopresina [INN-Spanish], Desmopressine [INN-French], Desmopressinum [INN-Latin]	16679-58-6	Adiuretin, Concentraid, DDAVP, Minirin, Stimate	small molecule	approved	Renal Agents, Hemostatics, Antidiuretic Agents	850	yes	N/A	AVPR1B	P47901	553	ENSG00000198049
135	DB00036	Coagulation factor VIIa	Coagulation factor VII precursor, Eptacog alfa, Proconvertin, Serum prothrombin conversion accelerator, SPCA	9001-25-6	NovoSeven (Novo Nordisk)	biotech	approved	Coagulants, Thrombotic Agents	239	unknown	N/A	F10	P00742	2159	ENSG00000126218
136	DB00036	Coagulation factor VIIa	Coagulation factor VII precursor, Eptacog alfa, Proconvertin, Serum prothrombin conversion accelerator, SPCA	9001-25-6	NovoSeven (Novo Nordisk)	biotech	approved	Coagulants, Thrombotic Agents	3851	unknown	N/A	HPN	P05981	3249	ENSG00000105707
137	DB00036	Coagulation factor VIIa	Coagulation factor VII precursor, Eptacog alfa, Proconvertin, Serum prothrombin conversion accelerator, SPCA	9001-25-6	NovoSeven (Novo Nordisk)	biotech	approved	Coagulants, Thrombotic Agents	1334	unknown	N/A	TFPI	P10646	7035	ENSG00000003436
138	DB00036	Coagulation factor VIIa	Coagulation factor VII precursor, Eptacog alfa, Proconvertin, Serum prothrombin conversion accelerator, SPCA	9001-25-6	NovoSeven (Novo Nordisk)	biotech	approved	Coagulants, Thrombotic Agents	448	unknown	N/A	GGCX	P38435	2677	ENSG00000115486
139	DB00036	Coagulation factor VIIa	Coagulation factor VII precursor, Eptacog alfa, Proconvertin, Serum prothrombin conversion accelerator, SPCA	9001-25-6	NovoSeven (Novo Nordisk)	biotech	approved	Coagulants, Thrombotic Agents	369	unknown	N/A	F7	P08709	2155	ENSG00000057593
140	DB00036	Coagulation factor VIIa	Coagulation factor VII precursor, Eptacog alfa, Proconvertin, Serum prothrombin conversion accelerator, SPCA	9001-25-6	NovoSeven (Novo Nordisk)	biotech	approved	Coagulants, Thrombotic Agents	2139	unknown	N/A	F3	P13726	2152	ENSG00000117525
141	DB00038	Oprelvekin	Adipogenesis inhibitory factor, AGIF, IL-11, Interleukin-11 precursor	145941-26-0	Neumega, Neumega (Genetics Institute Inc)	biotech	approved	Coagulants, Thrombotics	463	yes	agonist	IL11RA	Q14626	3590	ENSG00000137070
142	DB00039	Palifermin	FGF-7, Fibroblast growth factor- 7, HBGF-7, Keratinocyte growth factor precursor, KGF	162394-19-6	Kepivance (Amgen Inc)	biotech	approved	Antimucositis Agents	823	yes	binder	FGFR2	P21802	2263	ENSG00000066468
143	DB00039	Palifermin	FGF-7, Fibroblast growth factor- 7, HBGF-7, Keratinocyte growth factor precursor, KGF	162394-19-6	Kepivance (Amgen Inc)	biotech	approved	Antimucositis Agents	3852	unknown	N/A	NRP1	O14786	8829	ENSG00000099250
144	DB00039	Palifermin	FGF-7, Fibroblast growth factor- 7, HBGF-7, Keratinocyte growth factor precursor, KGF	162394-19-6	Kepivance (Amgen Inc)	biotech	approved	Antimucositis Agents	3854	unknown	N/A	FGFR1	P11362	2260	ENSG00000077782
145	DB00039	Palifermin	FGF-7, Fibroblast growth factor- 7, HBGF-7, Keratinocyte growth factor precursor, KGF	162394-19-6	Kepivance (Amgen Inc)	biotech	approved	Antimucositis Agents	2216	unknown	N/A	FGFR4	P22455	2264	ENSG00000160867
146	DB00039	Palifermin	FGF-7, Fibroblast growth factor- 7, HBGF-7, Keratinocyte growth factor precursor, KGF	162394-19-6	Kepivance (Amgen Inc)	biotech	approved	Antimucositis Agents	3856	unknown	N/A	FGFR3	P22607	2261	ENSG00000068078
147	DB00039	Palifermin	FGF-7, Fibroblast growth factor- 7, HBGF-7, Keratinocyte growth factor precursor, KGF	162394-19-6	Kepivance (Amgen Inc)	biotech	approved	Antimucositis Agents	1585	unknown	N/A	HSPG2	P98160	3339	ENSG00000142798
148	DB00040	Glucagon recombinant	N/A	9007-92-5	GlucaGen (Novo Nordisk), Glucagon (Eli Lilly)	biotech	approved	Antihypoglycemic Agents	584	yes	agonist	GCGR	P47871	2642	ENSG00000215644
149	DB00040	Glucagon recombinant	N/A	9007-92-5	GlucaGen (Novo Nordisk), Glucagon (Eli Lilly)	biotech	approved	Antihypoglycemic Agents	3857	unknown	N/A	GLP2R	O95838	9340	ENSG00000065325
150	DB00040	Glucagon recombinant	N/A	9007-92-5	GlucaGen (Novo Nordisk), Glucagon (Eli Lilly)	biotech	approved	Antihypoglycemic Agents	957	unknown	N/A	GLP1R	P43220	2740	ENSG00000112164
151	DB00041	Aldesleukin	IL-2, Interleukin-2 precursor, T-cell growth factor, TCGF	85898-30-2	Proleukin, Proleukin (Chiron Corp)	biotech	approved	Antineoplastic Agents	717	yes	agonist, modulator	IL2RB	P14784	3560	ENSG00000100385
152	DB00041	Aldesleukin	IL-2, Interleukin-2 precursor, T-cell growth factor, TCGF	85898-30-2	Proleukin, Proleukin (Chiron Corp)	biotech	approved	Antineoplastic Agents	724	yes	agonist, modulator	IL2RA	P01589	3559	ENSG00000134460
153	DB00041	Aldesleukin	IL-2, Interleukin-2 precursor, T-cell growth factor, TCGF	85898-30-2	Proleukin, Proleukin (Chiron Corp)	biotech	approved	Antineoplastic Agents	3823	yes	agonist	IL2RG	P31785	3561	ENSG00000147168
154	DB00042	Botulinum Toxin Type B	Botulinum neurotoxin type B precursor, BTX-B	93384-44-2	Myobloc (Solstice Neurosciences), Neurobloc (Solstice Neurosciences)	biotech	approved	Antidystonic Agents	3860	yes	binder	VAMP2	P63027	6844	ENSG00000220205
155	DB00042	Botulinum Toxin Type B	Botulinum neurotoxin type B precursor, BTX-B	93384-44-2	Myobloc (Solstice Neurosciences), Neurobloc (Solstice Neurosciences)	biotech	approved	Antidystonic Agents	3859	yes	binder	VAMP1	P23763	6843	ENSG00000139190
156	DB00042	Botulinum Toxin Type B	Botulinum neurotoxin type B precursor, BTX-B	93384-44-2	Myobloc (Solstice Neurosciences), Neurobloc (Solstice Neurosciences)	biotech	approved	Antidystonic Agents	3861	yes	N/A	SYT2	Q8N9I0	127833	ENSG00000143858
157	DB00043	Omalizumab	Ig gamma-1 chain C region	242138-07-4	Xolair (Genentech Inc)	biotech	approved	Immunomodulatory Agents, Anti-Asthmatic Agents	18	yes	N/A	FCER1A	P12319	2205	ENSG00000179639
158	DB00043	Omalizumab	Ig gamma-1 chain C region	242138-07-4	Xolair (Genentech Inc)	biotech	approved	Immunomodulatory Agents, Anti-Asthmatic Agents	3862	yes	antagonist	MS4A2	Q01362	2206	ENSG00000149534
159	DB00044	Lutropin alfa	LH-B, LSH- beta, LSH-B, Luteinizing hormone beta subunit, Lutropin beta chain precursor	152923-57-4	Luveris (Serono)	biotech	approved	Fertility Agents	148	yes	agonist	LHCGR	P22888	3973	ENSG00000138039
160	DB00045	OspA lipoprotein	Outer surface protein A precursor	N/A	LYMErix (SmithKline Beecham)	biotech	approved	Vaccines	2090	yes	other/unknown	TLR2	O60603	7097	ENSG00000137462
161	DB00046	Insulin Lispro	N/A	133107-64-9	Humalog, Humalog Mix 75/25 Pen	biotech	approved	Hypoglycemic Agents, Antidiabetic	36	yes	agonist	INSR	P06213	3643	ENSG00000171105
162	DB00046	Insulin Lispro	N/A	133107-64-9	Humalog, Humalog Mix 75/25 Pen	biotech	approved	Hypoglycemic Agents, Antidiabetic	958	unknown	N/A	IGF1R	P08069	3480	ENSG00000140443
163	DB00047	Insulin Glargine	Insulin Glargine (rDNA origin)	160337-95-1	Lantus, Lantus SoloStar	biotech	approved	Hypoglycemic Agents, Antidiabetic	36	yes	agonist	INSR	P06213	3643	ENSG00000171105
164	DB00047	Insulin Glargine	Insulin Glargine (rDNA origin)	160337-95-1	Lantus, Lantus SoloStar	biotech	approved	Hypoglycemic Agents, Antidiabetic	958	unknown	agonist	IGF1R	P08069	3480	ENSG00000140443
165	DB00048	Collagenase	AA4500	9001-12-1	Cordase, Santyl (Advance Biofactures Corp), Xiaflextm	biotech	approved	Anti-Ulcer Agents, Topical	28	unknown	N/A	COL1A1	P02452	1277	ENSG00000108821
166	DB00048	Collagenase	AA4500	9001-12-1	Cordase, Santyl (Advance Biofactures Corp), Xiaflextm	biotech	approved	Anti-Ulcer Agents, Topical	3863	unknown	N/A	COL2A1	P02458	1280	ENSG00000139219
167	DB00048	Collagenase	AA4500	9001-12-1	Cordase, Santyl (Advance Biofactures Corp), Xiaflextm	biotech	approved	Anti-Ulcer Agents, Topical	3853	unknown	N/A	COL3A1	P02461	1281	ENSG00000168542
168	DB00048	Collagenase	AA4500	9001-12-1	Cordase, Santyl (Advance Biofactures Corp), Xiaflextm	biotech	approved	Anti-Ulcer Agents, Topical	3864	unknown	N/A	COL1A2	P08123	1278	ENSG00000164692
169	DB00049	Rasburicase	Urate oxidase, Uricase	134774-45-1	Elitek, Elitek (Sanofi-Synthelabo Inc), Fasturtec	biotech	approved	Antihyperuricemic Agents	876	yes	metabolizer	N/A	N/A	N/A	N/A
170	DB00050	Cetrorelix	Cetrorelixum [INN-Latin], SB 75, SB-75	120287-85-6	Cetrotide	small molecule	approved	Infertility Agents, Hormone Antagonists	226	yes	antagonist	GNRHR	P30968	2798	ENSG00000109163
171	DB00050	Cetrorelix	Cetrorelixum [INN-Latin], SB 75, SB-75	120287-85-6	Cetrotide	small molecule	approved	Infertility Agents, Hormone Antagonists	148	unknown	N/A	LHCGR	P22888	3973	ENSG00000138039
172	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	777	yes	antibody	TNF	P01375	7124	ENSG00000204490; ENSG00000206439; ENSG00000228321; ENSG00000228849; ENSG00000230108; ENSG00000223952; ENSG00000232810
173	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	1102	unknown	N/A	FCGR3B	O75015	2215	ENSG00000162747
174	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	3814	unknown	N/A	C1R	P00736	715	ENSG00000159403
175	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	3815	unknown	N/A	C1QA	P02745	712	ENSG00000173372
176	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	3816	unknown	N/A	C1QB	P02746	713	ENSG00000173369
177	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	3817	unknown	N/A	C1QC	P02747	714	ENSG00000159189
178	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	3818	unknown	N/A	FCGR3A	P08637	2214	ENSG00000203747
179	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	2782	unknown	N/A	C1S	P09871	716	ENSG00000182326
180	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	784	unknown	N/A	FCGR1A	P12314	2209	ENSG00000150337
181	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	3819	unknown	N/A	FCGR2A	P12318	2212	ENSG00000143226
182	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	3820	unknown	N/A	FCGR2B	P31994	2213	ENSG00000072694
183	DB00051	Adalimumab	Ig gamma-1 chain C region	331731-18-1	Humira, Humira (Abbott Laboratories), Humira Pen	biotech	approved	Antirheumatic Agents, Immunomodulatory Agents	3821	unknown	N/A	FCGR2C	P31995	N/A	N/A
